,id,pubMedId,title,url,Treatment_id
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,216
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,217
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,218
0,1790,21831957,Synergistic action of a RAF inhibitor and a dual PI3K/mTOR inhibitor in thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/21831957,219
0,1790,21831957,Synergistic action of a RAF inhibitor and a dual PI3K/mTOR inhibitor in thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/21831957,220
0,1790,21831957,Synergistic action of a RAF inhibitor and a dual PI3K/mTOR inhibitor in thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/21831957,221
0,1790,21831957,Synergistic action of a RAF inhibitor and a dual PI3K/mTOR inhibitor in thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/21831957,222
0,1790,21831957,Synergistic action of a RAF inhibitor and a dual PI3K/mTOR inhibitor in thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/21831957,223
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,224
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,225
0,445,22805291,"Safety, pharmacokinetic, pharmacodynamic, and efficacy data for the oral MEK inhibitor trametinib: a phase 1 dose-escalation trial.",http://www.ncbi.nlm.nih.gov/pubmed/22805291,226
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,261
1,1847,25568876,Clinical advances in the development of novel VEGFR2 inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/25568876,261
0,447,24857124,Management and future directions in non-small cell lung cancer with known activating mutations.,http://www.ncbi.nlm.nih.gov/pubmed/24857124,263
0,447,24857124,Management and future directions in non-small cell lung cancer with known activating mutations.,http://www.ncbi.nlm.nih.gov/pubmed/24857124,264
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,270
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,271
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,272
1,1847,25568876,Clinical advances in the development of novel VEGFR2 inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/25568876,272
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,273
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,273
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,273
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,274
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,274
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,274
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,275
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,275
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,275
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,378
1,1847,25568876,Clinical advances in the development of novel VEGFR2 inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/25568876,378
0,217,19723655,KDR activating mutations in human angiosarcomas are sensitive to specific kinase inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/19723655,379
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,380
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,380
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,380
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,381
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,381
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,381
0,59,22146228,Multi-targeted tyrosine kinase inhibitors in clinical development: focus on XL-184 (cabozantinib).,http://www.ncbi.nlm.nih.gov/pubmed/22146228,382
1,1869,24705026,Mechanisms of RET signaling in cancer: current and future implications for targeted therapy.,http://www.ncbi.nlm.nih.gov/pubmed/24705026,382
2,1870,21551259,"In vitro transforming potential, intracellular signaling properties, and sensitivity to a kinase inhibitor (sorafenib) of RET proto-oncogene variants Glu511Lys, Ser649Leu, and Arg886Trp.",http://www.ncbi.nlm.nih.gov/pubmed/21551259,382
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,383
0,1901,24980830,Discovery of novel non-ATP competitive FGFR1 inhibitors and evaluation of their anti-tumor activity in non-small cell lung cancer in vitro and in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/24980830,384
0,1901,24980830,Discovery of novel non-ATP competitive FGFR1 inhibitors and evaluation of their anti-tumor activity in non-small cell lung cancer in vitro and in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/24980830,385
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,386
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,389
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,390
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,391
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,392
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,393
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,394
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,395
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,396
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,397
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,398
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,399
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,400
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,401
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,402
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,403
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,404
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,405
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,406
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,407
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,408
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,409
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,410
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,411
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,412
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,413
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,414
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,415
0,1903,19212647,FGFR2-related pathogenesis and FGFR2-targeted therapeutics (Review).,http://www.ncbi.nlm.nih.gov/pubmed/19212647,416
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,417
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,418
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,419
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,420
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,421
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,422
0,1038,23248156,PIK3CA mutations in advanced cancers: characteristics and outcomes.,http://www.ncbi.nlm.nih.gov/pubmed/23248156,423
0,104,18504432,AKT1(E17K) in human solid tumours.,http://www.ncbi.nlm.nih.gov/pubmed/18504432,430
1,8234,26469692,"Targeting AKT1-E17K and the PI3K/AKT Pathway with an Allosteric AKT Inhibitor, ARQ 092.",http://www.ncbi.nlm.nih.gov/pubmed/26469692,430
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,434
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,435
1,1907,20439987,NF449 is a novel inhibitor of fibroblast growth factor receptor 3 (FGFR3) signaling active in chondrocytes and multiple myeloma cells.,http://www.ncbi.nlm.nih.gov/pubmed/20439987,435
0,212,16774045,Drug evaluation: Reolysin--wild-type reovirus as a cancer therapeutic.,http://www.ncbi.nlm.nih.gov/pubmed/16774045,447
0,212,16774045,Drug evaluation: Reolysin--wild-type reovirus as a cancer therapeutic.,http://www.ncbi.nlm.nih.gov/pubmed/16774045,448
0,1964,23127174,Therapeutic targeting of c-KIT in cancer.,http://www.ncbi.nlm.nih.gov/pubmed/23127174,464
1,1965,23775962,"Imatinib for melanomas harboring mutationally activated or amplified KIT arising on mucosal, acral, and chronically sun-damaged skin.",http://www.ncbi.nlm.nih.gov/pubmed/23775962,464
0,1964,23127174,Therapeutic targeting of c-KIT in cancer.,http://www.ncbi.nlm.nih.gov/pubmed/23127174,465
1,1965,23775962,"Imatinib for melanomas harboring mutationally activated or amplified KIT arising on mucosal, acral, and chronically sun-damaged skin.",http://www.ncbi.nlm.nih.gov/pubmed/23775962,465
0,222,21639808,Improved survival with vemurafenib in melanoma with BRAF V600E mutation.,http://www.ncbi.nlm.nih.gov/pubmed/21639808,466
1,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,466
2,9743,28203297,Therapeutic approach to treating patients with BRAF-mutant lung cancer: latest evidence and clinical implications.,http://www.ncbi.nlm.nih.gov/pubmed/28203297,466
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,467
1,9743,28203297,Therapeutic approach to treating patients with BRAF-mutant lung cancer: latest evidence and clinical implications.,http://www.ncbi.nlm.nih.gov/pubmed/28203297,467
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,470
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,471
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,472
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,473
0,1968,25653539,"BRAF-mutant melanoma: treatment approaches, resistance mechanisms, and diagnostic strategies.",http://www.ncbi.nlm.nih.gov/pubmed/25653539,474
0,1994,24045150,Met as a therapeutic target in HCC: facts and hopes.,http://www.ncbi.nlm.nih.gov/pubmed/24045150,476
0,1903,19212647,FGFR2-related pathogenesis and FGFR2-targeted therapeutics (Review).,http://www.ncbi.nlm.nih.gov/pubmed/19212647,477
0,1832,24265351,Genomic aberrations in the FGFR pathway: opportunities for targeted therapies in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24265351,478
0,104,18504432,AKT1(E17K) in human solid tumours.,http://www.ncbi.nlm.nih.gov/pubmed/18504432,497
0,104,18504432,AKT1(E17K) in human solid tumours.,http://www.ncbi.nlm.nih.gov/pubmed/18504432,498
0,8672,22515704,Antitumor effects of the investigational selective MEK inhibitor TAK733 against cutaneous and uveal melanoma cell lines.,http://www.ncbi.nlm.nih.gov/pubmed/22515704,539
1,8677,22550165,"Identification of unique MEK-dependent genes in GNAQ mutant uveal melanoma involved in cell growth, tumor cell invasion, and MEK resistance.",http://www.ncbi.nlm.nih.gov/pubmed/22550165,539
2,8679,25113308,Biology of advanced uveal melanoma and next steps for clinical therapeutics.,http://www.ncbi.nlm.nih.gov/pubmed/25113308,539
0,982,22253748,The protein kinase C inhibitor enzastaurin exhibits antitumor activity against uveal melanoma.,http://www.ncbi.nlm.nih.gov/pubmed/22253748,543
0,772,24141786,Combined PKC and MEK inhibition in uveal melanoma with GNAQ and GNA11 mutations.,http://www.ncbi.nlm.nih.gov/pubmed/24141786,544
1,8663,22653968,Protein kinase C inhibitor AEB071 targets ocular melanoma harboring GNAQ mutations via effects on the PKC/Erk1/2 and PKC/NF-κB pathways.,http://www.ncbi.nlm.nih.gov/pubmed/22653968,544
0,8672,22515704,Antitumor effects of the investigational selective MEK inhibitor TAK733 against cutaneous and uveal melanoma cell lines.,http://www.ncbi.nlm.nih.gov/pubmed/22515704,605
1,8679,25113308,Biology of advanced uveal melanoma and next steps for clinical therapeutics.,http://www.ncbi.nlm.nih.gov/pubmed/25113308,605
0,772,24141786,Combined PKC and MEK inhibition in uveal melanoma with GNAQ and GNA11 mutations.,http://www.ncbi.nlm.nih.gov/pubmed/24141786,610
